creator;data de nascimento;data de morte;country of citizenship;educated at;lat_educated_at;lon_educated_at;place of birth;place of death;sex or gender;fonte_educated_at;confianca_educated_at;observacoes_pesquisa;fonte_place_of_birth;confianca_place_of_birth;acervo;confianca_preenchimento;lat_birth;lon_birth;score_birth;lat_death;lon_death;score_death;fonte_place_of_death;observacoes_place_of_death;confianca_place_of_death;fonte_data_de_nascimento;fonte_data_de_morte;observacoes_datas_biograficas;confianca_datas_biograficas
Francesco Cozza;1605;1682;Itália;formação com Battistello Caracciolo > ateliê de Domenichino;>;>;Stilo;Roma;male;https://en.wikipedia.org/wiki/Francesco_Cozza | https://www.britannica.com/biography/Francesco-Cozza;alta;;Wikidata;alta;Museu Nacional de Belas Artes;média;38.4780678;16.4693036;100.0;41.8930555556;12.4827777778;100.0;https://www.treccani.it/enciclopedia/francesco-cozza_%28Dizionario-Biografico%29/;;alta;Ulan;Ulan;;alta
Francesco Cristofanetti;1901;1951;Itália;Accademia Albertina di Belle Arti;45.0675;7.68944444;Roma;Roma;male;fontes biográficas de referência;média;instituição identificada em fontes sumárias;Wikidata;alta;MAC USP;baixa;41.8905568;12.4942679;100.0;41.8930555556;12.4827777778;100.0;Saint Louis Art Museum;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Francesco Menzio;1899;1979;Itália;Accademia Albertina di Belle Arti;45.0675;7.68944444;Tempio Pausania;Turim;male;https://en.wikipedia.org/wiki/Francesco_Menzio;média;Fonte informa matrícula por um ano na Accademia Albertina, depois da qual completou a formação de modo autônomo.;Wikidata;alta;MAC USP;média;40.8984444;9.104537;100.0;45.0791666667;7.6761111111;100.0;https://www.treccani.it/enciclopedia/francesco-menzio_%28Dizionario-Biografico%29/;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Francesco Zugno;1709;1787;República de Veneza;ateliê de Giambattista Tiepolo;45.431078;12.328139;Veneza;Veneza;male;https://en.wikipedia.org/wiki/Francesco_Zugno;média;Formação descrita por oficina/atelier, não por academia formal.;Wikidata;alta;MASP;média;45.434608;12.338913;100.0;45.434608;12.338913;100.0;https://www.treccani.it/enciclopedia/francesco-zugno/;;alta;National Gallery, London;National Gallery, London;;alta
Francis Picabia;1879;1953;França;;;;Paris, França;Paris;male;;;;Britannica;alta;MAC USP;;48.856372814;2.352529617;;48.8566666667;2.3522222222;100.0;Comité Picabia;"biografia oficial explicita Paris como local de morte; coordenadas auditadas para a cidade";alta;Ulan;Ulan;;alta
Francisco Biojone;1934;2018;;início de estudos de pintura em Campinas;-22.9073702;-47.0628996;Campinas, SP, Brasil;Campinas;male;https://www.iar.unicamp.br/vanguardasemcampinas/catalogos/downloads/individuais/biojone.pdf | https://acervo.margs.rs.gov.br/artistas/francisco-biojone/> https://www.iar.unicamp.br/vanguardasemcampinas/catalogos/downloads/individuais/biojone.pdf;alta;As fontes localizadas não identificam escola ou mestre específico> mantida formulação conservadora.;MAC USP;alta;MAC USP;baixa;-22.9073702;-47.0628996;;-22.900833333;-47.057222222;100.0;Acervos MARGS;;alta;MARGS;MARGS;;alta
Francisco Brennand;1927;2019;Brasil;formação com Abelardo da Hora;-8.0517328;-34.9507155;Recife;Recife;male;https://plone.ufpb.br/pinacoteca/contents/menu/institucional/biografia/francisco-brennand-1927-2019;alta;A fonte universitária confirma o início da formação com Abelardo da Hora em 1942> não localizei instituição formal inequívoca para esse início.;Wikidata;alta;MAC USP;média;-8.0551894;-34.871176;100.0;-8.0538888889;-34.8808333333;100.0;Folha PE;"fonte jornalística local explícita sobre o óbito no Recife; coordenadas auditadas para a cidade";média;Ulan;Ulan;;alta
Francisco Cuoco;1933;2025;Brasil;Escola de Belas Artes de São Paulo > Museu de Arte de São Paulo (MASP);-23.561111 > -23.56111111111111;-46.655833 > -46.65583333333333;São Paulo;São Paulo;male;https://blombo.com/artistas/francisco-cuoco/artistas/francisco-cuoco;baixa;entrada usada para o artista plástico homônimo, não o ator;Wikidata;alta;MAC USP;baixa;-23.5486657;-46.6382522;100.0;-23.5503944444;-46.6339472222;100.0;Memória Globo;"biografia institucional explicita o óbito em São Paulo; coordenadas mantidas para a cidade";alta;Wikidata > Ulan;Wikidata;;alta
Francisco de Sousa Lobo;1800;1855;Brasil;Academia Imperial de Belas Artes > aluno de Debret;-22.9071 > ;-43.1829 > ;Minas Gerais, Brasil;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Francisco_de_Sousa_Lobo | https://www.catalogodasartes.com.br/artista/Francisco%20de%20Sousa%20Lobo/;média;fonte localizada informa apenas a província/estado de nascimento;Wikipédia em português;média;Museu Histórico Nacional;alta;-18.456295297924;-44.673412162104;;-22.9111111111;-43.2055555556;100.0;Enciclopédia Itaú Cultural;"fonte institucional explicita o óbito em Rio de Janeiro; coordenadas mantidas para a cidade";alta;Enciclopédia Itaú Cultural;Enciclopédia Itaú Cultural;;alta
Francisco de Sá;1862;1936;Brasil;Seminário Episcopal de Diamantina > Escola Politécnica do Rio de Janeiro > Escola de Minas de Ouro Preto;-18.248888888889 > -22.8625 > -20.385277777778;-43.6 > -43.223889 > -43.503611111111;Brejo de Santo André, MG, Brasil;Rio de Janeiro;male;https://mapa.an.gov.br/index.php/mapa/centrais-de-conteudo/producao/biografias/901-francisco-sa | https://pt.wikipedia.org/wiki/Francisco_S%C3%A1;média;Creator tratado como o político/engenheiro Francisco Sá, conforme a forma do nome na base.;Academia Nacional de Engenharia;alta;Museu Histórico Nacional;alta;-16.5361;-42.8900;;-22.9111111111;-43.2055555556;100.0;Arquivo Nacional (MAPA);"creator desambiguado por nascimento e formação; fonte oficial explicita o óbito no Rio de Janeiro";alta;Arquivo Nacional (MAPA);Academia Nacional de Engenharia;;alta
Francisco de Zurbarán;1598;1664;Espanha;aprendiz com Pedro Díaz de Villanueva;37.3877;-5.99106;Fuente de Cantos;Madri;male;https://en.wikipedia.org/wiki/Francisco_de_Zurbar%C3%A1n | https://www.britannica.com/biography/Francisco-de-Zurbaran;alta;;Wikidata;alta;MASP;alta;38.246614;-6.3092314;100.0;40.4169;-3.7033;100.0;Britannica;;alta;Ulan;Ulan;;alta
Francisco Domingos da Silva;1910;1985;Brasil;;;;Alto Tejo, AC, Brasil;Fortaleza;male;;;registro institucional informa ano aproximado de nascimento (c. 1922).;MAC USP;alta;;;-7.6308;-72.6700;;-3.7275;-38.5275;100.0;Enciclopédia Itaú Cultural;;alta;;;;
Francisco Goya;1746;1828;Espanha;School of St. Thomas Aquinas of the Piarist Schools of Zaragoza > ateliê de José Luzán > Real Academia de Bellas Artes de San Fernando;41.6488 >  > 40.4178;-0.8891 >  > -3.7007;Fuendetodos;Bordéus;male;https://pt.wikipedia.org/wiki/Francisco_de_Goya;média;;Wikidata;alta;MASP;média;41.3429064;-0.9598393;100.0;44.837898313;-0.579380299;100.0;Britannica;;alta;;;;
Francisco Joaquim Gomes Ribeiro;1855;1900;Brasil;Academia Imperial de Belas Artes > Grupo Grimm;-22.9071 > ;-43.1829 > ;Portugal;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Francisco_Joaquim_Gomes_Ribeiro | https://enciclopedia.itaucultural.org.br/pessoas/6871-francisco-ribeiro;média;;Wikidata;alta;Museu Histórico Nacional;alta;39.593139046;-8.51981299;100.0;-22.9111111111;-43.2055555556;100.0;Enciclopédia Itaú Cultural;;alta;Enciclopédia Itaú Cultural;Enciclopédia Itaú Cultural;;alta
Francisco Pedro do Amaral;1790;1831;Brasil;estudos com José Leandro de Carvalho e Manuel Dias de Oliveira, o Brasiliense > aula régia de desenho e pintura > primeiros alunos de Debret;>  >;>  >;Rio de Janeiro;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Francisco_Pedro_do_Amaral | https://www.guiadasartes.com.br/francisco-pedro-do-amaral/biografia | https://enciclopedia.itaucultural.org.br/pessoas/6869-francisco-pedro-do-amaral;média;;Wikidata;alta;Museu Histórico Nacional;alta;-22.9014475;-43.1789159;100.0;-22.9111111111;-43.2055555556;100.0;Enciclopédia Itaú Cultural;;alta;Wikidata;Wikidata;;alta
Francisco Rebolo Gonsales;1902;1980;Brasil;Escola Profissional Masculina do Brás;-23.54504;-46.61634;São Paulo;São Paulo;male;Escritório de Arte> Guia das Artes;média;Teve aulas de desenho com o professor Barquita.;Wikidata;alta;MAC USP;alta;-23.5486657;-46.6382522;100.0;-23.5503944444;-46.6339472222;100.0;Enciclopédia Itaú Cultural;;alta;Wikidata > Ulan;Wikidata > Ulan;;alta
Francisco Terêncio Vieira de Campos;;;;Escola Nacional de Belas Artes;-22.8625055;-43.2256622;;;male;https://enciclopedia.itaucultural.org.br/;alta;Registro conservador, sem datas precisas localizadas nesta rodada.;;;Museu Histórico Nacional;baixa;;;;;;;;fonte museológica localizada, sem local de morte explícito;;;;;
Francisco Viriato de Freitas;;;;;;;;;;;;formação não localizada com segurança;;;Museu da Inconfidência;;;;;;;;;fonte institucional localizada, sem local de morte explícito;;;;;
Francisco Xavier Carneiro;1765;1840;Brasil;;;;Mariana, MG, Brasil;Mariana;male;;;"Não foi localizada formação institucional ou mestre documentado; sua atuação esteve vinculada ao sistema oficinal da arte colonial mineira.";Enciclopédia Itaú Cultural;alta;Museu da Inconfidência;baixa;-20.3778;-43.4167;;-20.3783333333;-43.4163888889;100.0;Enciclopédia Itaú Cultural;;alta;Wikidata;Wikidata;;alta
Franck Dadure;;;França;;;;França;;male;;;fonte biográfica identifica apenas o país> preenchimento mantido em nível de país.;FILE Festival;média;FILE;;46.559417044;2.550539953;100.0;;;;;"site oficial recente indica atividade; sem evidência de óbito";;;;;
Franck Weber;;;França;ATLA de Paris;48.85666666666667;2.352222222222222;França;;male;https://www.reperes-numeriques.org/artiste/weber-franck/;alta;fonte identifica apenas o país de nascimento;Repères numériques;média;FILE;;46.559417044;2.550539953;100.0;;;;;"site profissional recente indica atividade; sem evidência de óbito";;;;;
Franco Sá Boris;;;;Escola Guignard;-19.9552;-43.9202;;;male;https://enciclopedia.itaucultural.org.br/;alta;Registro institucional prudente.;;;Museu Paulista;baixa;;;;;;;;"identidade nominal ambígua; não desambiguado com segurança";;;;;
Franco Sá Luís;;;;Escola Guignard;-19.9552;-43.9202;;;male;https://enciclopedia.itaucultural.org.br/;alta;Registro institucional prudente.;;;Museu Paulista;baixa;;;;;;;;"identidade nominal ambígua; não desambiguado com segurança";;;;;
Frank Kolkman;1989;;Reino dos Países Baixos;ArtEZ;51.98399613367563;5.8943865238974;Arnhem;;male;https://studiumgenerale.artez.nl/research/study/frank%2Bkolkman/ | https://waag.org/en/frank-kolkman/;alta;;Wikidata;alta;FILE;;51.974490103;5.905734847;100.0;;;;;"site oficial recente indica atividade; sem evidência de óbito";;Wikidata;;;alta
Frank Yefeng Wang;;;República Popular da China;Shanghai University > School of the Art Institute of Chicago (SAIC);31.316666666666666 > 41.879444;121.38888888888889 > -87.623889;Shanghai, China;;male;https://curatorsintl.org/collaborators/7388-wang-yefeng | https://www.maakemagazine.com/frank-wang-yefeng;média;;site oficial do artista / NARS Foundation;alta;FILE;;31.22222;121.45806;100.0;;;;;"site oficial recente indica atividade; sem evidência de óbito";;;;;
Frans Hals;1582;1666;República Neerlandesa;estudos com Karel van Mander;52.376609;4.633598;Antuérpia;Haarlem;male;https://en.wikipedia.org/wiki/Frans_Hals | https://www.portalartes.com.br/hist%C3%B3ria/biografias/pintores-classicos/frans-hals.html;média;O vínculo com Karel van Mander aparece em fontes secundárias> mantida confiança média.;Wikidata;alta;MASP;média;51.25942418;4.371799938;100.0;52.3802777778;4.6405555556;100.0;Britannica;;alta;;;;
Frans Krajcberg;1921;2021;Brasil;State Academy of Fine Arts Stuttgart > Universidade de Leningrado > State Academy of Fine Arts Stuttgart;48.7775 > 59.94194444444445 > 48.7775;9.18 > 30.29888888888889 > 9.18;Kozienice;Rio de Janeiro;male;Enciclopédia Itaú Cultural> Jornal da USP;alta;datas de estudo não localizadas com precisão nesta passada;Wikidata;alta;MAC USP;média;51.58420708;21.54907824;100.0;-22.9111111111;-43.2055555556;100.0;Enciclopédia Itaú Cultural;"fonte institucional explicita o óbito em Rio de Janeiro; coordenadas auditadas para a cidade";alta;Ulan;Ulan;;alta
Frans Post;1612;1680;República Neerlandesa;formação com o pai Jan Janszoon Post > provável contato com Frans Hals;>;>;Haarlem;Haarlem;male;https://en.wikipedia.org/wiki/Frans_Post | https://www.britannica.com/biography/Frans-Post;alta;As fontes não sustentam academia formal identificável.;Wikidata;alta;MASP;baixa;52.381044553;4.642828229;100.0;52.381044553;4.642828229;100.0;Fundação Maria Luisa e Oscar Americano;"fonte institucional explicita Haarlem como local de morte; coordenadas mantidas para a cidade";alta;Ulan;Ulan;;alta
Franz Josef Frühbeck;1795;1895;Alemanha;Akademie der bildenden Künste Wien;48.201388888889;16.365277777778;Viena;Krieglach;male;https://www.wikidata.org/wiki/Q20956326;alta;Registro conservador com base em fonte aberta estruturada> cronologia não localizada nesta rodada.;Wikidata;alta;Coleção Brasiliana Itaú;baixa;48.2092062;16.3727778;100.0;47.545007;15.561329;100.0;Instituto Moreira Salles / Google Arts & Culture;"metadados museológicos explicitam Krieglach como local de morte; coordenadas mantidas para o município";média;Ulan;Ulan;;alta
Franz Keller-Leuzinger;1835;1890;Império Alemão;Lyceum de Karlsruhe > Polytechnische Schule de Karlsruhe;49.016666666667 > 49.016666666667;8.4 > 8.4;Mannheim;Munique;male;https://www.deutsche-biographie.de/116125632.html?language=en;média;A referência biográfica registra a mudança da família para Karlsruhe e o estudo posterior no liceu e na escola politécnica.;Wikidata;alta;Coleção Brasiliana Itaú;alta;49.487779999;8.466275001;100.0;48.143438999;11.573599;100.0;Deutsche Biographie;;alta;;;;
François Clouet;1510;1572;França;Formação com Jean Clouet (pai) / ateliê de Jean Clouet;;;Tours;Paris;male;https://www.museothyssen.org/en/collection/artists/clouet-francois | https://en.wikipedia.org/wiki/Fran%C3%A7ois_Clouet;média;A fonte informa treinamento com o pai> não há instituição formal nomeada.;Wikidata;alta;MASP;média;47.390847918;0.689480032;100.0;48.856372814;2.352529617;100.0;Britannica;;alta;Ulan;Ulan;;alta
François Heysen;;;França;Supinfocom Rubika;50.35805555555555;3.523333333333333;França;;male;https://vimeo.com/183264882 | https://blog.autourdeminuit.com/distribution-2/rubika-supinfocom-valenciennes/rose-bleue/?lang=en;média;FILE explicita “País de Origem: France”> preenchido em nível de país.;FILE Festival (País de Origem);alta;FILE;alta;46.559417044;2.550539953;100.0;;;;;"perfil profissional recente localizado; sem evidência de óbito";;;;;
François Quévillon;;;Canadá;Université du Québec à Montréal (UQAM);45.513888888889;-73.560277777778;Montreal, Canadá;;male;https://lesabord.qc.ca/biographie/francois-quevillon/;alta;Fonte institucional usa formulação de origem (“artist from Montreal”), sem afirmar nascimento.;Harddiskmuseum;alta;FILE;;45.508867;-73.554242;100.0;;;;;"atividade recente em fonte aberta; sem evidência de óbito";;;;ano de nascimento não localizado em fonte explícita consultada;
François René Moreaux;1807;1860;França;estudos com Jean-Baptiste Couvelet e Antoine-Jean Gros (Barão Gros);;;Rocroi;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Fran%C3%A7ois-Ren%C3%A9_Moreaux | https://enciclopedia.itaucultural.org.br/pessoas/6880-francois-rene-moreaux | https://www.sabercultural.com.br/template/ArteBrasilEspeciais/Moreaux-Francois-Rene.html;média;Mantida formulação por mestres, sem instituição formal nomeada.;Wikidata;alta;Museu Nacional de Belas Artes;alta;49.925149573;4.519878794;100.0;-22.9014475;-43.1789159;100.0;https://enciclopedia.itaucultural.org.br/pessoas/31-francois-rene-moreaux;;alta;Wikidata;Wikidata;;alta
François-Auguste Biard;1788;1882;França;École nationale supérieure des beaux-arts de Lyon;45.768055555556;4.8172222222222;Lyon;;male;https://enciclopedia.itaucultural.org.br/pessoas/6639-francois-auguste-biard;alta;estuda com Pierre-Henri Révoil;Wikidata;alta;Pinacoteca de São Paulo;alta;45.767634724;4.835037488;100.0;;;;;"fontes divergem entre Samois-sur-Seine, Les Plâteries e Fontainebleau; não preenchido";;Ulan;Ulan;;alta
François-Hubert Drouais;1727;1775;França;formação com o pai Hubert Drouais > estudos com Donat Nonotte, Charles-André van Loo e François Boucher;>;>;Paris;Paris;male;https://en.wikipedia.org/wiki/Fran%C3%A7ois-Hubert_Drouais;média;Sem cronologia consolidada nas fontes consultadas.;Wikidata;alta;MASP;média;48.856372814;2.352529617;100.0;48.856372814;2.352529617;100.0;https://data.bnf.fr/fr/ark:/12148/cb149580457 | https://collections.louvre.fr/en/ark:/53355/cl010066649;;alta;Wikidata;Wikidata;;alta
François-René Moreaux;1807;1860;França;estudos com Jean-Baptiste Couvelet e Antoine-Jean Gros (Barão Gros);;;Rocroi;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Fran%C3%A7ois-Ren%C3%A9_Moreaux | https://enciclopedia.itaucultural.org.br/pessoas/6880-francois-rene-moreaux | https://www.sabercultural.com.br/template/ArteBrasilEspeciais/Moreaux-Francois-Rene.html;média;Mantida formulação por mestres, sem instituição formal nomeada.;Wikidata;alta;Museu Nacional de Belas Artes;alta;49.925149573;4.519878794;100.0;-22.9014475;-43.1789159;100.0;https://enciclopedia.itaucultural.org.br/pessoas/31-francois-rene-moreaux;;alta;Wikidata;Wikidata;;alta
Frederik Duerinck;;;Países Baixos;;;;Países Baixos;;male;;;;FILE Festival;média;FILE;;52.249375293;5.616126398;100.0;;;;;"atividade recente em fonte aberta; sem evidência de óbito";;;;;
Frederik Salling Troels-Smith;;;Reino da Dinamarca;The Animation Workshop;56.4561;9.40611;Dinamarca;;male;https://vimeo.com/121234327 | https://animationworkshop.via.dk/;média;fonte biográfica identifica apenas o país> preenchimento mantido em nível de país.;site oficial do artista;alta;FILE;;55.959300779;10.053934054;100.0;;;;;"atividade recente em fonte aberta; sem evidência de óbito";;;;;
