creator;data de nascimento;data de morte;country of citizenship;educated at;lat_educated_at;lon_educated_at;place of birth;place of death;sex or gender;fonte_educated_at;confianca_educated_at;observacoes_pesquisa;fonte_place_of_birth;confianca_place_of_birth;acervo;confianca_preenchimento;lat_birth;lon_birth;score_birth;lat_death;lon_death;score_death;fonte_place_of_death;observacoes_place_of_death;confianca_place_of_death;fonte_data_de_nascimento;fonte_data_de_morte;observacoes_datas_biograficas;confianca_datas_biograficas
Belmiro Barbosa de Almeida Junior;1858;1935;Brazil;Liceu de Artes e Ofícios do Rio de Janeiro > Academia Imperial de Belas Artes;-22.91111111111111 > -22.9071;-43.20555555555556 > -43.1829;Serro, Minas Gerais, Brazil;Paris;male;https://enciclopedia.itaucultural.org.br/pessoas/6618-belmiro-de-almeida;high;na França frequentou o ateliê de Jules Joseph Lefebvre> datas não localizadas com segurança Studied at Jules Joseph Lefebvre's studio in Paris.;https://enciclopedia.itaucultural.org.br/pessoas/6618-belmiro-de-almeida;high;Pinacoteca de São Paulo;medium;-18.6047;-43.3794;100.0;48.856372814;2.352529617;100.0;Enciclopédia Itaú Cultural;variante nominal de Belmiro de Almeida;high;Wikidata;Wikidata;;high
Belmiro de Almeida;1858;1935;Brazil;Liceu de Artes e Ofícios do Rio de Janeiro > Academia Imperial de Belas Artes;-22.91111111111111 > -22.9071;-43.20555555555556 > -43.1829;Serro, Minas Gerais, Brazil;Paris;male;https://enciclopedia.itaucultural.org.br/pessoas/6618-belmiro-de-almeida;high;na França frequentou o ateliê de Jules Joseph Lefebvre> datas não localizadas com segurança Studied at Jules Joseph Lefebvre's studio in Paris.;https://enciclopedia.itaucultural.org.br/pessoas/6618-belmiro-de-almeida;high;Pinacoteca de São Paulo;medium;-18.6047;-43.3794;100.0;48.856372814;2.352529617;100.0;Enciclopédia Itaú Cultural;;high;Ulan;Ulan;;high
Ben Chang;;;United States;Walsh School of Foreign Service;38.907222222222;-77.072777777778;United States;;male;https://jcw.georgetown.edu/speaker/ben-chang/ | https://www.cfr.org/bios/ben-chang;high;;FILE Festival (País de Origem);high;FILE;;39.398703156;-99.41461919;100.0;;;;;"atividade recente; sem óbito identificado";;;;"pesquisa realizada; não localizei ano explícito de nascimento/morte em fonte confiável";
Ben Ozeri;;;;The Animation Workshop;56.4561;9.40611;;;male;FBF Animación;medium;fontes localizadas informam formação e atuação, sem local de nascimento explícito;;;FILE;;;;;;;;;"atividade recente; sem óbito identificado";;;;"pesquisa realizada; não localizei ano explícito de nascimento/morte em fonte confiável";
Benedito Calixto;1853;1927;Brazil;Académie des Beaux-Arts > Académie Julian;48.857222 > 48.871111;2.336889 > 2.341667;Itanhaém;São Paulo;male;Wikipédia;medium;fontes consultadas indicam formação inicial autodidata/ateliês em São Paulo;Wikidata;high;MASP;medium;-24.1831686;-46.7895176;100.0;-23.5486657;-46.6382522;100.0;Enciclopédia Itaú Cultural;;high;Ulan;Ulan;;high
Beniamino Parlagreco;1856;1902;Brazil;Accademia di Belle Arti di Napoli;40.8516;14.2512;Caltanissetta;Rio de Janeiro;male;https://pt.wikipedia.org/wiki/Beniamino_Parlagreco;medium;A fonte também menciona estudo com Domenico Morelli e Filippo Palizzi.;Wikidata;high;Pinacoteca de São Paulo;high;37.4899089;14.0632893;100.0;-22.9014475;-43.1789159;100.0;"Wikipédia; Catálogo das Artes";;medium;Wikidata;Wikidata;;high
Benjamin Lebourgeois;;;France;Supinfocom Rubika;50.35805555555555;3.523333333333333;France;;male;FILE Festival;high;;FILE Festival (País de Origem);high;FILE;high;46.559417044;2.550539953;100.0;;;;;"atividade recente; sem óbito identificado";;;;"pesquisa realizada; não localizei ano explícito de nascimento/morte em fonte confiável";
Benjamin Mary;1792;1846;Belgium;treinamento desde a infância com um tio, incluindo fundamentos de desenho e gravura;;;Province of Liège;Bagnères-de-Luchon;male;https://www.brasilianaiconografica.org.br/artigos/20213/o-diplomata-e-desenhista-benjamin-mary | https://pt.wikipedia.org/wiki/Benjamin_Mary> https://www.brasilianaiconografica.org.br/artigos/20213/o-diplomata-e-desenhista-benjamin-mary;medium;A fonte disponível descreve formação inicial familiar, sem escola formal nomeada.;Wikidata;high;Pinacoteca de São Paulo;medium;50.521163361;5.7405201;98.57;42.789181889;0.592557215;100.0;"Wikipédia; Guia das Artes";;medium;;;;
Benno Treidler;1857;1931;German Empire;Academia de Belas Artes de Berlim;52.516667;13.383333;Berlin;Rio de Janeiro;male;https://enciclopedia.itaucultural.org.br/pessoas/6622-benno-treidler;high;A fonte aberta também cita Christian Wilberg e Lechner como mestres.;Wikidata;high;Pinacoteca de São Paulo;high;52.517669999;13.405537999;100.0;-22.9014475;-43.1789159;100.0;Enciclopédia Itaú Cultural;;high;Wikidata > Ulan;Wikidata > Ulan;;high
Benoît Piccolini;;;Canada;studies in product design;;;Canada;;male;https://urbania.live/article/travail-de-vj-combiner-son-et-mouvement;medium;a fonte indica a área de estudo e o país, mas não nomeia a instituição;FILE Festival (País de Origem);high;FILE;low;60.10867;-113.64258;100.0;;;;;"atividade recente; sem óbito identificado";;;;"pesquisa realizada; não localizei ano explícito de nascimento/morte em fonte confiável";
Bento José Rufino Capinam;1791;1874;Brazil;training with Franco Velasco;-12.98305555555556;-38.49277777777777;Salvador;Salvador;male;https://pt.wikipedia.org/wiki/Bento_Jos%C3%A9_Rufino_Capinam;medium;A fonte disponível registra vínculo formativo com Franco Velasco, sem instituição formal nomeada.;Wikidata;high;;medium;-12.9641527;-38.5058208;100.0;-12.9641527;-38.5058208;100.0;Enciclopédia Itaú Cultural;;high;Wikidata;Wikidata;;high
Bernardo Cid;1925;1982;Brazil;self-taught;-23.5486657;-46.6382522;São Paulo, SP, Brazil;São Paulo;male;https://enciclopedia.itaucultural.org.br/pessoas/6148-bernardo-cid;high;;Enciclopédia Itaú Cultural;high;;high;-23.5486657;-46.6382522;;-23.5486657;-46.6382522;;"Bel Galeria; Enciclopédia Itaú Cultural";"Itaú omite local explícito; galeria indica idem";high;Wikidata > Ulan;Wikidata > Ulan;;high
Bernardo Loureiro;1898;1962;Brazil;Universidade de São Paulo (USP) > Parsons School of Design;-23.5596 > 40.7353;-46.7312 > -73.9946;Brazil;;male;https://archive.file.org.br/participantes/bernardo-loureiro/;high;"A biografia institucional do FILE confirma graduação em Arquitetura e Urbanismo pela USP e mestrado em Desenho Urbano pela Parsons; a Escola Superior de Belas-Artes de Lisboa foi removida.";FILE Festival (País de Origem);high;FILE;high;-10.769946429;-53.073466889;100.0;;;;;"atividade recente; sem óbito identificado";;;;;
Bernhard Wiegandt;1851;1918;Kingdom of Prussia;Akademie der Bildenden Künste München;48.153196;11.580312;Cologne;Bremen;male;https://pt.wikipedia.org/wiki/Bernhard_Wiegandt | https://www.brasilianaiconografica.art.br/autores/19894/bernhard-wiegandt> https://pt.wikipedia.org/wiki/Bernhard_Wiegandt;medium;A página também menciona aulas com Julius von Benczúr e Ludwig von Löfftz.;Wikidata;high;Museu Paulista;high;50.938106999;6.957068;100.0;53.075605999;8.809338;100.0;Enciclopédia Itaú Cultural;;high;Wikidata;Wikidata;;high
Bertha Worms;1868;1937;Brazil;École des Beaux-Arts de Paris > Académie Julian;48.853997 > 48.871111;2.333500 > 2.341667;Uckange;São Paulo;female;https://pt.wikipedia.org/wiki/Bertha_Worms> https://static.even3.com/anais/428011.pdf;medium;Datas baseadas em fontes biográficas e trabalho acadêmico sobre a artista.;Wikidata;high;Pinacoteca de São Paulo;medium;49.300628451;6.158524336;100.0;-23.5503944444;-46.6339472222;100.0;https://enciclopedia.itaucultural.org.br/pessoas/6634-bertha-worms;"Local de morte confirmado em verbete institucional; coordenadas ajustadas para o município de São Paulo.";high;Ulan;Ulan;;high
Bettina Vaz Guimarães;1961;;Brazil;Fundação Armando Álvares Penteado (FAAP);-23.5450155;-46.6630802;São Paulo, SP, Brazil;;female;Artsoul> Guia das Artes;medium;formação em Comunicação Visual/Artes Plásticas na FAAP> fontes convergem para 1982;Guia das Artes;medium;Museu Victor Meirelles;high;-23.5486657;-46.6382522;;;;;;"Fonte recente indica artista em atividade; local de morte não se aplica.";;Wikidata;;;high
Bill Domonkos;;;United States;Cleveland Institute of Art;41.5105;-81.6025;Toledo, Ohio;;male;https://vip.nmartproject.net/domonkos-bill/;medium;;VideoChannel Interview Project;medium;FILE;;41.655298;-83.535717;100.0;;;;;"Fonte recente/biografia institucional indica artista em atividade; local de morte não se aplica.";;;;"pesquisa realizada; não localizei ano explícito de nascimento/morte em fonte confiável";
Bill Psarras;1985;;Greece;Goldsmiths, University of London > Ionian University > University of the Arts London (UAL);51.474269444444445 > 39.62055556 > 51.5178;-0.03541111111111111 > 19.91555556 > -0.116389;Greece;;male;FILE Festival (biografia do artista);high;;FILE Festival;medium;FILE;;39.0;22.0;100.0;;;;;"Fonte recente/biografia universitária indica artista em atividade; local de morte não se aplica.";;;;;
Bin Kondo;1937;;;Tokyo University of the Arts;35.719578;139.772686;Anton, China;;male;fontes biográficas de referência;medium;instituição identificada em fontes secundárias;Enciclopédia Itaú Cultural;high;MAC USP;low;40.1292;124.3943;;;;;;Não localizei fonte auditável suficiente sobre local de morte nesta rodada.;;;;;
Binh Minh Herbst;1987;;Vietnam;Burg Giebichenstein Kunsthochschule Halle;51.5027;11.9549;Vietnam;;female;Burg Giebichenstein Kunsthochschule Halle;high;;FILE Festival;medium;FILE;;16.16667;107.83333;100.0;;;;;"Fonte recente indica artista em atividade; local de morte não se aplica.";;;;;
Bird Swarm;;;Portugal;;;;Funchal, Madeira;;male;;;biografia localizada informa pseudônimo e trajetória artística, sem formação explícita;FILE Festival;high;FILE;;32.6475379;-16.9050158;100.0;;;;;"Fonte recente indica atividade artística em curso; local de morte não se aplica.";;;;"pseudônimo identificado; sem ano biográfico explícito localizado";
Birk Von Brockdorff;;;Denmark;The Animation Workshop;56.4561;9.40611;Denmark;;male;MOME;medium;fonte biográfica identifica apenas o país> preenchimento mantido em nível de país.;MOME;medium;FILE;;55.959300779;10.053934054;100.0;;;;;"Fonte recente/site oficial indica artista em atividade; local de morte não se aplica.";;;;"pesquisa realizada; não localizei ano explícito de nascimento/morte em fonte confiável";
Bittler Bernard;;;France;self-taught;;;;;male;Bedetheque;medium;fontes localizadas informam residência e nacionalidade, não nascimento> autodidata mantido sem coordenadas> fontes localizadas indicam residência em Paris, mas também formação técnica formal, o que gera conflito;;;FILE;;;;;;;;;"Fonte recente/site autoral indica artista em atividade; local de morte não se aplica.";;;;"pesquisa realizada; não localizei ano explícito de nascimento/morte em fonte confiável";
Bjørn Svin;1975;;Kingdom of Denmark;;;;Ringsted, Denmark;;male;;;biografias localizadas neste lote não informam formação;Discogs / Wikipedia (fontes convergentes);medium;FILE;;55.457294990286;11.817460156874;100.0;;;;;"Fonte recente indica atividade musical em curso; local de morte não se aplica.";;;;;
Blake Marques Carrington;;;United States;Indiana University Bloomington > Syracuse University;39.167222 > 43.037638888889;-86.521389 > -76.134;Indiana, United States;;male;Pratt Institute (perfil institucional);high;biografia do FILE explicita o local de nascimento.;FILE Festival (biografia do artista);high;FILE;high;39.849426;-86.258278;;;;;;"Fonte recente/biografia universitária indica artista em atividade; local de morte não se aplica.";;;;"pesquisa realizada; não localizei ano explícito de nascimento/morte em fonte confiável";
Bo Mathorne;1986;;Kingdom of Denmark;The Drawing Academy > The Animation Workshop;56.4561 > 56.4561;9.40611 > 9.40611;Denmark;;male;FILE Festival (biografia do artista);high;;FILE Festival (biografia do artista);high;FILE;;55.959300779;10.053934054;100.0;;;;;"Fonte recente indica atividade autoral em curso; local de morte não se aplica.";;;;;
Bohyun Yoon;1976;;South Korea;Tama Art University;35.611933666075636;139.35045408465814;Seoul;;male;https://arts.vcu.edu/directory/bohyun-yoon/ | https://bohyunyoon.com/info.php;high;;Wikidata;high;FILE;;37.566;126.9784;100.0;;;;;"Fonte recente/biografia institucional indica artista em atividade; local de morte não se aplica.";;Wikidata;;;high
Bonnie Mitchell;;;United States;University of Oregon;44.044166666667;-123.07583333333;United States;;female;ACM SIGGRAPH History Archives;high;Ficha FILE explicita País de Origem.;FILE Archive — ficha de participante;high;FILE;high;39.398703156;-99.41461919;;;;;;"Fonte recente/biografia institucional indica artista em atividade; local de morte não se aplica.";;;;"pesquisa realizada; não localizei ano explícito de nascimento/morte em fonte confiável";
Boris du Boullay;1969;;France;Université Paris 8 Saint-Denis > Greta Sud Isère > Institut des Arts de Diffusion (IAD) > Université Paris-Sorbonne;48.944722222222 > 48.848333333333 > 50.6684 > 48.84861111111111;2.3633333333333 > 2.3427777777778 > 4.6114 > 2.343611111111111;France;;male;Viadeo;medium;FILE explicita “País de Origem: France”> preenchido em nível de país.;FILE Festival (País de Origem);high;FILE;high;46.559417044;2.550539953;100.0;;;;;"Fonte recente indica artista em atividade; local de morte não se aplica.";;Wikidata;;;high
Boris Labbé;1987;;France;École Supérieure d’Art et de Céramique de Tarbes > EMCA École des Métiers du Cinéma d’Animation;43.23642 > 45.6484;0.074619 > 0.1562;Lannemezan, France;;male;Cinemambiente | Expanded Animation;high;;Semaine de la Critique / Media Art Festival;high;FILE;;43.125425768;0.384017969;100.0;;;;;"Fonte recente indica produção/exibição recente; local de morte não se aplica.";;;;;
Boris Seewald;;;Germany;Filmarche > Berlin University;52.516666666667 > 52.516667;13.383333333333 > 13.383333;Germany;;male;Numeridanse;medium;;FILE Festival (País de Origem);high;FILE;;51.110631049;10.392277932;100.0;;;;;"Fonte recente/site oficial indica artista em atividade; local de morte não se aplica.";;;;"pesquisa realizada; não localizei ano explícito de nascimento/morte em fonte confiável";
Bramante Buffoni;1912;1989;Italy;Istituto Superiore per le Industrie Artistiche (ISIA), Monza;45.5845;9.2744;Giulianova, Teramo, Italy;São Paulo;male;https://dizionariodartesartori.it/artisti/buffoni-bramante | https://www.scielo.br/j/ars/a/FfXYSkhWtqqJqyXxpnWZVzR/;high;"instituição de formação associada à carreira gráfica em Milão. Fontes convergem para o ISIA de Monza; a Accademia di Belle Arti di Brera não foi confirmada.";Dizionario d’Arte Sartori;medium;MAC USP;medium;42.75;13.95;;-23.5503944444;-46.6339472222;100.0;https://acervos.ims.com.br/index.php/Detail/objects/556654;"Local de morte preenchido com base em registro institucional do acervo IMS; coordenadas ajustadas para o município de São Paulo.";high;Wikidata;Wikidata;;high
Brandon Blommaert;;;Canada;Alberta College of Art and Design;51.062;-114.091;Edmonton, Alberta, Canada;;male;FILE Festival;high;;Animafest / FILE Festival;high;FILE;;53.54545;-113.49014;100.0;;;;;"Fonte recente indica artista em atividade; local de morte não se aplica.";;;;"pesquisa realizada; não localizei ano explícito de nascimento/morte em fonte confiável";
Brandon Morse;1974;;United States;University of Wisconsin–Stevens Point > The Ohio State University;44.523036 > 40.0067;-89.560321 > -83.0305;Arlington, Texas;;male;University of Maryland (perfil institucional);high;;artnet;medium;FILE;;32.735594;-97.10711;100.0;;;;;"Fonte recente/biografia universitária indica artista em atividade; local de morte não se aplica.";;;;;
Brice Roy;;;France;Université de Technologie de Compiègne;49.400272222222;2.799775;France;;male;HAL (tese UTC);medium;;FILE Festival (País de Origem);high;FILE;high;46.559417044;2.550539953;100.0;;;;;"Fonte recente indica atuação artística em coletivo; local de morte não se aplica.";;;;"pesquisa realizada; não localizei ano explícito de nascimento/morte em fonte confiável";
Brit Bunkley;1955;;United States;Macalester College;44.93944444444445;-93.1686111111111;New York;;male;https://www.britbunkley.com/about | https://en.wikipedia.org/wiki/Brit_Bunkley;medium;;Wikidata;high;FILE;;40.7130466;-74.0072301;100.0;;;;;"Fonte recente/site autoral indica artista em atividade; local de morte não se aplica.";;Wikidata;;;high
Bruno Borne;1979;;Brazil;Universidade Federal do Rio Grande do Sul (UFRGS);-30.033611;-51.219167;Porto Alegre, RS;;male;Galeria Mamute / perfil institucional;low;;Fundação Vera Chaves Barcellos;high;FILE;;-30.027679;-51.2286404;100.0;;;;;"Fonte recente/biografia institucional indica artista em atividade; local de morte não se aplica.";;;;;
Bruno Cassinari;1912;1992;Italy;Accademia di Belle Arti di Brera > Istituto Gazzola > Umanitaria > escola do Castello Sforzesco;45.47222222 > 45.05524 > 45.47222222 > 45.47222222;9.18888889 > 9.68822 > 9.18888889 > 9.18888889;Piacenza;Milan;male;https://galleriamichelangelo.it/en/artista/275/bruno-cassinari/bio;high;Biografia de galeria documenta a sequência formativa em Piacenza e Milão e explicita o período da Brera.;Wikidata;high;MAC USP;medium;45.0537735;9.6951421;100.0;45.4669444444;9.19;100.0;https://www.treccani.it/enciclopedia/bruno-cassinari/;"Local de morte mantido com base em verbete Treccani; coordenadas ajustadas para o comune de Milan.";high;Ulan;Ulan;;high
Bruno Dunley;1984;;Brazil;Faculdade Santa Marcelina (FASM) > Senac São Paulo;-23.550394 > -23.669369;-46.633947 > -46.700551;Petrópolis, RJ, Brazil;;male;https://dasartes.com.br/artistas/bruno-dunley/;high;As fontes vistas confirmam as instituições, mas não trazem no trecho datas precisas de frequência.;Editora Cobogó;medium;MAC USP;medium;-22.5097992;-43.1753928;;;;;;"Fonte recente/site oficial indica artista em atividade; local de morte não se aplica.";;;;;
